Indicador,Pearson,Spearman
IDA,0.8177341617430016,0.8155162481742054
IEG,0.8020607628617535,0.7404265351589983
IAA,0.4551747355256011,0.35811756805541206
IAN,0.3954429894832466,0.42385228426411353
IPS,0.2693708999067282,0.27417937913635154
