rec_psico_bucket,n,IAN_medio,Defas_media,IDA_medio,IEG_medio,taxa_defas_alta_p75,taxa_defas_muito_alta_p90
Outros,860,6.424418604651163,-0.9430232558139535,6.092906976744185,7.891162790697674,30.1,30.1
